MSZoning,LotArea,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,SaleType,SaleCondition,SalePrice
RL,11302,1Story,8,2005,2006,Gd,PConc,Gd,1814,Y,SBrkr,1826,2,3,1,7,1,3,TA,New,Partial,319000
RM,3600,2Story,6,1910,1993,TA,CBlock,TA,684,N,FuseA,1368,1,3,1,7,0,1,Fa,WD,Normal,114504
RL,3922,1Story,7,2006,2007,Gd,PConc,Ex,1258,Y,SBrkr,1402,0,2,1,7,1,3,TA,New,Partial,194201
RL,12984,1Story,5,1977,1977,TA,CBlock,Gd,1430,Y,SBrkr,1647,2,3,1,7,1,2,TA,WD,Normal,217500
RM,1950,2Story,6,1980,1980,TA,CBlock,Gd,716,Y,SBrkr,1556,2,3,1,6,1,2,TA,COD,Normal,151000
RL,10927,2Story,8,2005,2005,Gd,PConc,Gd,1058,Y,SBrkr,1904,2,3,1,8,1,2,TA,WD,Normal,275000
RM,9000,1.5Fin,6,1937,1950,TA,PConc,TA,780,Y,SBrkr,1375,1,3,1,6,1,1,TA,WD,Normal,141000
RL,10041,2Story,8,1992,1992,Gd,PConc,Gd,908,Y,SBrkr,1915,2,3,1,8,1,2,TA,WD,Abnorml,220000
FV,3182,2Story,7,2004,2005,Gd,PConc,Gd,600,Y,SBrkr,1200,2,2,1,4,0,2,TA,WD,Normal,151000
RL,12803,1Story,7,2002,2002,Gd,PConc,Gd,1494,Y,SBrkr,1494,2,3,1,6,1,2,TA,WD,Normal,221000
RL,13600,2Story,7,1965,1990,TA,CBlock,TA,768,Y,SBrkr,1986,2,3,1,7,3,2,TA,WD,Normal,205000
RL,12464,1Story,5,1996,1996,TA,PConc,Gd,1040,Y,SBrkr,1040,1,3,1,6,0,2,TA,WD,Normal,152000
RL,7800,2Story,5,1948,2002,TA,CBlock,TA,896,Y,SBrkr,2008,3,3,1,8,0,1,TA,WD,Normal,225000
RL,12168,2Story,8,1934,1998,TA,PConc,Gd,965,Y,SBrkr,3194,2,4,1,10,2,2,TA,WD,Alloca,359100
RL,7943,1Story,4,1961,1961,TA,CBlock,TA,1029,Y,SBrkr,1029,1,3,1,5,0,1,TA,WD,Normal,118500
RL,11050,2Story,9,2000,2000,Gd,PConc,Ex,1440,Y,SBrkr,2153,2,3,1,8,2,3,TA,WD,Normal,313000
RL,10395,SLvl,6,1978,1978,TA,CBlock,Gd,1032,Y,SBrkr,1032,2,3,1,6,1,2,TA,WD,Normal,148000
RL,11885,2Story,8,2001,2001,Gd,PConc,Gd,1299,Y,SBrkr,1872,2,3,1,7,1,2,TA,WD,Normal,261500
RL,8402,1Story,5,2007,2007,TA,PConc,Gd,1120,Y,SBrkr,1120,1,3,1,6,0,0,NA,New,Partial,147000
RM,1491,SFoyer,4,1972,1972,TA,CBlock,Gd,630,Y,SBrkr,630,1,1,1,3,0,0,NA,WD,Normal,75500
RL,8800,SFoyer,6,1963,1963,TA,PConc,TA,936,Y,SBrkr,1054,1,3,1,6,0,2,TA,WD,Abnorml,137500
RL,7861,2Story,6,2002,2003,Gd,PConc,Gd,783,Y,SBrkr,1509,2,3,1,7,1,2,TA,WD,Normal,183200
RL,7227,1.5Unf,6,1954,1954,TA,CBlock,TA,832,Y,SBrkr,832,1,2,1,4,0,2,TA,WD,Normal,105500
RL,11694,1Story,9,2007,2007,Ex,PConc,Ex,1822,Y,SBrkr,1828,2,3,1,9,1,3,TA,New,Partial,314813
RL,12244,2Story,8,2003,2003,Gd,PConc,Gd,1482,Y,SBrkr,2262,2,4,1,10,2,3,TA,WD,Normal,305000
RL,8248,1Story,3,1914,1950,TA,BrkTil,TA,864,N,FuseF,864,1,2,1,5,0,0,NA,WD,Normal,67000
RL,10800,2Story,6,1974,1997,TA,CBlock,TA,1522,Y,SBrkr,2614,2,4,1,9,1,2,TA,WD,Normal,240000
RL,7064,1Story,5,1977,1977,TA,CBlock,TA,980,Y,SBrkr,980,1,3,1,6,0,2,TA,WD,Normal,135000
FV,2117,2Story,6,2000,2000,Gd,PConc,Gd,756,Y,SBrkr,1512,2,2,1,4,1,2,TA,WD,Normal,168500
RL,10400,2Story,6,1972,1972,TA,CBlock,TA,732,Y,SBrkr,1790,1,4,1,8,1,2,TA,WD,Normal,165150
RL,10000,1Story,6,1962,1962,TA,CBlock,TA,1116,Y,SBrkr,1116,1,3,1,5,0,2,TA,WD,Normal,160000
RL,12342,1Story,5,1960,1978,TA,CBlock,TA,978,Y,SBrkr,1422,1,3,1,6,1,1,TA,WD,Normal,139900
RL,9600,SLvl,6,1955,1972,TA,CBlock,TA,1156,Y,SBrkr,1520,1,3,1,7,2,1,TA,WD,Normal,153000
RL,11606,2Story,5,1969,1969,TA,PConc,Gd,1040,Y,SBrkr,2080,1,5,1,9,2,2,TA,WD,Family,135000
RL,9020,SLvl,6,1964,1964,TA,CBlock,TA,1248,Y,SBrkr,1350,1,3,1,6,0,2,TA,WD,Normal,168500
RM,9000,2Story,5,1880,1991,TA,BrkTil,Fa,636,Y,FuseA,1750,1,3,1,8,0,1,Po,WD,Abnorml,124000
RL,4590,1Story,8,2006,2006,Gd,PConc,Gd,1554,Y,SBrkr,1554,2,2,1,6,1,2,TA,WD,Normal,209500
RL,11900,1Story,7,1977,1977,TA,CBlock,TA,1386,Y,SBrkr,1411,2,3,1,6,1,2,TA,WD,Family,82500
RL,9250,1Story,5,1954,2005,TA,CBlock,TA,1056,Y,SBrkr,1056,1,3,1,6,0,1,TA,WD,Normal,139400
RL,6979,SFoyer,6,1980,1980,TA,CBlock,TA,1056,Y,SBrkr,1056,0,0,2,4,0,2,TA,WD,Normal,144000
RH,10896,2.5Fin,6,1914,1995,Fa,CBlock,TA,1440,Y,FuseA,3395,2,8,2,14,0,0,NA,WD,Abnorml,200000
RM,6120,1Story,2,1936,1950,Fa,BrkTil,TA,264,N,FuseA,800,1,1,1,4,1,0,NA,ConLw,Normal,60000
RM,6000,1.5Fin,5,1954,1954,TA,CBlock,TA,811,Y,FuseA,1387,2,3,2,7,0,1,TA,WD,Normal,93000
RL,8777,1Story,5,1910,1950,TA,CBlock,Fa,796,Y,FuseA,796,1,2,1,4,0,0,NA,WD,Normal,85000
RL,3982,1Story,8,2006,2006,Gd,PConc,Gd,1520,Y,SBrkr,1567,2,1,1,7,1,3,TA,New,Partial,264561
RL,12677,1Story,8,2003,2004,Ex,PConc,Ex,1518,Y,SBrkr,1518,1,1,1,6,1,2,TA,WD,Normal,274000
FV,7050,2Story,7,2001,2001,Gd,PConc,Gd,1057,Y,SBrkr,1929,2,3,1,7,1,2,TA,WD,Normal,226000
RL,13860,SLvl,8,1972,1995,Gd,CBlock,Gd,1952,Y,SBrkr,2704,2,4,1,9,3,2,TA,WD,Normal,345000
RL,10793,2Story,5,1969,1969,TA,CBlock,TA,780,Y,SBrkr,1620,2,4,1,7,0,2,TA,WD,Normal,152000
FV,9187,1Story,9,2009,2009,Ex,PConc,Ex,1766,Y,SBrkr,1766,2,2,1,7,1,3,TA,New,Partial,370878
RL,10530,1Story,6,1971,1971,TA,CBlock,TA,981,Y,SBrkr,981,1,3,1,5,0,2,TA,WD,Normal,143250
RL,7200,1Story,5,1950,1950,TA,CBlock,NA,0,Y,SBrkr,1048,1,3,1,7,0,2,TA,WD,Normal,98300
RL,10452,1Story,6,1953,1953,TA,CBlock,TA,1094,Y,SBrkr,1094,1,3,1,5,2,2,TA,WD,Normal,155000
RL,7700,2Story,6,1966,1966,TA,CBlock,TA,756,Y,SBrkr,1839,1,4,1,7,1,2,TA,WD,Normal,155000
RM,1936,SFoyer,4,1970,1970,TA,CBlock,Gd,630,Y,SBrkr,630,1,1,1,3,0,0,NA,WD,Normal,84500
FV,8125,2Story,7,2007,2007,Gd,PConc,Gd,813,Y,SBrkr,1665,2,3,1,7,0,2,TA,WD,Normal,205950
RL,9084,2Story,4,1940,1950,TA,CBlock,TA,755,Y,SBrkr,1510,1,4,1,7,1,1,Po,WD,Normal,108000
RL,8750,2Story,7,1996,1996,Gd,PConc,Gd,880,Y,SBrkr,1716,2,2,1,7,1,2,TA,WD,Normal,191000
RM,10320,1.5Fin,6,1906,1995,TA,CBlock,TA,756,Y,SBrkr,1469,1,3,1,7,0,1,TA,WD,Normal,135000
RL,10437,1Story,8,1995,1995,Gd,PConc,Gd,2109,Y,SBrkr,2113,2,2,1,7,1,3,TA,WD,Normal,350000
RM,1680,2Story,6,1971,1971,TA,CBlock,TA,525,Y,SBrkr,1092,1,3,1,6,0,1,TA,WD,Family,88000
RL,10007,1Story,5,1959,2006,Gd,CBlock,TA,1053,Y,SBrkr,1053,1,3,1,5,0,1,TA,WD,Normal,145500
RL,7200,2Story,7,1931,2000,TA,BrkTil,Gd,776,Y,SBrkr,1502,1,3,1,6,1,1,TA,WD,Normal,149000
RL,17503,1.5Fin,6,1948,1950,TA,CBlock,TA,912,Y,SBrkr,1458,1,3,1,6,1,1,TA,WD,Abnorml,97500
RL,9937,1Story,5,1964,1999,TA,PConc,TA,1486,Y,SBrkr,1486,1,3,1,7,0,2,TA,WD,Normal,167000
RL,12384,2Story,7,1976,1976,TA,CBlock,Gd,793,Y,SBrkr,1935,2,3,1,7,1,2,TA,WD,Normal,197900
RL,46589,2Story,8,1994,2005,Gd,PConc,Gd,1629,Y,SBrkr,2448,2,4,1,8,1,3,TA,WD,Normal,402000
RL,13560,1Story,6,1968,1968,TA,CBlock,Fa,1392,Y,SBrkr,1392,1,2,1,5,2,2,TA,WD,Normal,110000
RL,10012,SFoyer,4,1972,1972,TA,CBlock,Gd,1138,Y,SBrkr,1181,2,3,1,6,0,2,TA,WD,Normal,137500
RL,20896,1Story,8,2005,2006,Gd,PConc,Ex,2077,Y,SBrkr,2097,1,1,1,8,1,3,TA,New,Partial,423000
RL,11194,2Story,8,2000,2000,Gd,PConc,Gd,1406,Y,SBrkr,1936,2,3,1,7,1,2,TA,WD,Normal,230500
RL,18450,2Story,6,1965,1979,TA,CBlock,Gd,1021,Y,SBrkr,2380,2,3,1,7,1,2,TA,WD,Abnorml,129000
RL,8125,1Story,6,1994,1998,TA,PConc,Gd,1408,Y,SBrkr,1679,2,3,1,7,1,2,TA,WD,Normal,193500
RL,14175,1Story,5,1956,1987,TA,CBlock,TA,1188,Y,SBrkr,1437,1,3,1,6,1,2,TA,WD,Normal,168000
RL,11600,1Story,4,1922,1950,TA,BrkTil,Fa,700,Y,SBrkr,1180,1,2,1,5,1,1,Fa,WD,Normal,137500
RL,8633,2Story,6,2005,2005,Gd,PConc,Gd,738,Y,SBrkr,1476,2,3,1,7,0,2,TA,WD,Normal,173500
RH,6629,2Story,6,1925,1950,TA,BrkTil,TA,672,N,SBrkr,1369,2,3,1,6,0,1,TA,WD,Normal,103600
RL,11250,1Story,6,1977,1977,Gd,CBlock,Gd,1208,Y,SBrkr,1208,1,3,1,6,1,2,TA,WD,Normal,165000
RL,14442,1Story,6,1957,2004,TA,PConc,TA,1477,Y,SBrkr,1839,2,3,1,7,2,2,TA,WD,Normal,257500
RL,9200,1Story,6,1965,1965,TA,CBlock,TA,1136,Y,SBrkr,1136,1,3,1,5,1,1,TA,WD,Normal,140000
RL,2289,2Story,6,1978,1978,TA,CBlock,TA,855,Y,SBrkr,1441,2,3,1,7,1,2,TA,WD,Normal,148500
RM,9600,2Story,4,1900,1950,TA,BrkTil,TA,1095,N,SBrkr,1774,2,4,2,8,0,3,Fa,WD,Normal,87000
RL,9022,1Story,5,1924,2006,Gd,BrkTil,TA,768,Y,SBrkr,792,1,2,1,5,0,1,Fa,WD,Normal,109500
RL,11844,1Story,8,2008,2008,Gd,PConc,Ex,2046,Y,SBrkr,2046,2,3,1,7,1,3,TA,New,Partial,372500
RL,9945,1Story,5,1961,1961,TA,CBlock,TA,988,Y,SBrkr,988,1,3,1,5,0,2,TA,WD,Normal,128500
RL,8012,1Story,6,1980,1980,TA,CBlock,Gd,923,Y,SBrkr,923,2,2,1,5,1,1,TA,WD,Normal,143000
RH,4500,1.5Fin,5,1932,2000,TA,BrkTil,TA,793,Y,SBrkr,1520,1,3,1,6,0,1,TA,WD,Abnorml,159434
RL,2887,1Story,6,1996,1997,TA,PConc,Gd,1291,Y,SBrkr,1291,1,2,1,6,1,2,TA,WD,Normal,173000
RL,11248,1Story,9,2002,2002,Gd,PConc,Gd,1626,Y,SBrkr,1668,2,3,1,7,1,3,TA,WD,Normal,285000
RL,16770,2Story,7,1998,1998,Gd,PConc,Gd,1195,Y,SBrkr,1839,2,4,1,7,0,2,TA,WD,Normal,221000
RL,5062,2Story,7,1984,1984,Gd,CBlock,Gd,1190,Y,SBrkr,2090,2,3,1,6,1,2,TA,WD,Normal,207500
FV,10207,2Story,7,2007,2007,Gd,PConc,Gd,874,Y,SBrkr,1761,3,3,1,7,0,2,TA,New,Partial,227875
FV,5105,2Story,7,2004,2004,Gd,PConc,Gd,551,Y,SBrkr,1102,2,2,1,4,0,2,TA,WD,Normal,148800
RL,8089,1Story,8,2007,2007,Gd,PConc,Gd,1419,Y,SBrkr,1419,2,2,1,7,1,2,TA,New,Partial,392000
RL,7577,1Story,6,2005,2006,Gd,PConc,Gd,1362,Y,SBrkr,1362,2,2,1,6,1,2,TA,WD,Normal,194700
RM,4426,1Story,6,2004,2004,Gd,PConc,Gd,848,Y,SBrkr,848,1,1,1,3,1,2,TA,WD,Normal,141000
RL,21535,2Story,10,1994,1995,Ex,PConc,Ex,2444,Y,SBrkr,4316,3,4,1,10,2,3,TA,WD,Normal,755000
RL,26178,2Story,7,1989,1990,Gd,PConc,Gd,1210,Y,SBrkr,2519,2,4,1,9,2,2,TA,WD,Normal,335000
RL,5400,1Story,5,1921,1968,TA,BrkTil,TA,1073,Y,SBrkr,1073,1,2,1,4,0,1,TA,WD,Abnorml,108480
RM,6120,1.5Fin,5,1936,1950,TA,BrkTil,TA,927,Y,SBrkr,1539,1,3,1,5,0,2,TA,WD,Normal,141500
RL,13811,1Story,6,1987,1987,TA,CBlock,Gd,1112,Y,SBrkr,1137,2,2,1,5,1,2,TA,WD,Normal,176000
RM,6000,1Story,5,1921,1950,TA,CBlock,TA,616,Y,SBrkr,616,1,2,1,4,0,1,TA,WD,Normal,89000
RL,6420,1Story,5,1952,1952,TA,PConc,Ex,980,Y,FuseA,1148,1,2,1,6,0,1,TA,WD,Normal,123500
RL,8450,1Story,5,1965,2009,TA,CBlock,TA,894,Y,SBrkr,894,1,3,1,5,1,1,TA,WD,Normal,138500
FV,4282,1Story,7,2004,2004,Gd,PConc,Gd,1391,Y,SBrkr,1391,2,2,1,5,0,2,TA,WD,Normal,196000
RL,14331,1Story,8,2002,2002,Gd,PConc,Ex,1800,Y,SBrkr,1800,2,3,1,7,1,3,TA,WD,Normal,312500
RL,9600,1Story,7,1969,1969,TA,CBlock,TA,1164,Y,SBrkr,1164,1,3,1,6,0,2,TA,COD,Normal,140000
RL,12438,2Story,8,2006,2006,Ex,PConc,Ex,1234,Y,SBrkr,2576,2,4,1,10,1,3,TA,New,Partial,361919
RM,7630,2Story,5,1900,1996,TA,BrkTil,Gd,360,Y,SBrkr,1812,2,4,2,8,1,2,TA,WD,Normal,140000
RL,8400,1Story,7,2004,2005,Gd,PConc,Gd,1473,Y,SBrkr,1484,2,3,1,7,0,2,TA,WD,Normal,213000
RM,5600,2Story,4,1930,1950,Fa,Slab,NA,0,N,SBrkr,1092,2,3,2,7,0,0,NA,WD,Normal,55000
RL,115149,1Story,7,1971,2002,TA,CBlock,Gd,1643,Y,SBrkr,1824,2,2,1,5,2,2,TA,WD,Normal,302000
RL,6240,1Story,8,2006,2006,Gd,PConc,Gd,1324,Y,SBrkr,1324,2,2,1,6,1,2,TA,WD,Normal,254000
RL,9018,2Story,7,2007,2007,Gd,PConc,Gd,728,Y,SBrkr,1456,2,3,1,8,1,2,TA,New,Partial,179540
RL,7162,1Story,5,1966,1966,TA,PConc,TA,876,Y,SBrkr,904,1,3,1,6,0,1,TA,WD,Abnorml,109900
RL,4130,1Story,3,1935,2003,Gd,CBlock,TA,270,Y,SBrkr,729,1,2,1,5,0,0,NA,WD,Normal,52000
C (all),8712,1.5Fin,4,1900,1950,TA,Stone,TA,859,Y,SBrkr,1178,1,2,1,7,0,1,TA,WD,Abnorml,102776
RL,4671,1Story,8,1988,1989,Gd,PConc,Gd,1228,Y,SBrkr,1228,2,2,1,5,1,2,TA,WD,Normal,189000
RL,9873,1Story,4,1970,1970,TA,CBlock,TA,960,N,SBrkr,960,1,3,1,6,0,2,TA,WD,Normal,129000
RL,13517,2Story,6,1976,2005,Gd,CBlock,TA,725,Y,SBrkr,1479,2,3,1,6,0,2,TA,WD,Normal,130500
RL,10140,1Story,6,1974,1974,TA,CBlock,Gd,1064,Y,SBrkr,1350,2,3,1,7,1,2,TA,WD,Normal,165000
RM,10800,2Story,7,1890,1998,TA,BrkTil,TA,718,Y,SBrkr,2554,1,3,1,8,0,2,TA,WD,Normal,159500
RL,10000,1Story,5,1973,2000,TA,CBlock,Gd,1176,Y,SBrkr,1178,1,3,1,5,1,2,TA,WD,Normal,157000
RL,10542,2Story,7,1993,1994,Gd,PConc,Gd,1311,Y,SBrkr,2418,2,3,1,9,1,3,TA,WD,Normal,341000
RL,9920,1Story,5,1969,1969,TA,CBlock,Gd,971,Y,SBrkr,971,1,3,1,5,1,1,TA,WD,Normal,128500
RL,6563,1Story,8,1985,1985,Gd,PConc,Gd,1742,Y,SBrkr,1742,2,2,1,5,1,2,TA,WD,Normal,275000
RM,4426,1Story,6,2004,2004,Gd,PConc,Gd,848,Y,SBrkr,848,1,1,1,3,0,2,TA,WD,Normal,143000
RL,8120,1Story,4,1970,1970,TA,CBlock,TA,864,Y,SBrkr,864,1,3,1,5,0,2,TA,WD,Normal,124500
RL,8172,1.5Fin,4,1954,1972,TA,PConc,TA,941,Y,SBrkr,1470,2,4,1,7,0,1,TA,WD,Normal,135000
RL,13286,1Story,9,2007,2008,Ex,PConc,Ex,1698,Y,SBrkr,1698,2,3,1,8,1,3,TA,WD,Normal,320000
RL,6960,1Story,4,1970,1970,TA,CBlock,TA,864,Y,SBrkr,864,1,3,1,5,0,2,TA,WD,Normal,120500
RL,21695,1Story,6,1988,2007,Gd,CBlock,Gd,880,Y,SBrkr,1680,2,3,1,5,1,2,TA,WD,Normal,222000
RL,7314,1Story,7,2007,2007,Gd,PConc,Gd,1232,Y,SBrkr,1232,2,2,1,6,0,2,TA,WD,Normal,194500
RL,11475,1Story,5,1958,1958,TA,CBlock,TA,1584,Y,SBrkr,1776,2,4,2,9,0,3,TA,COD,Abnorml,110000
RM,6240,1.5Fin,4,1925,1950,TA,CBlock,TA,780,Y,FuseA,1208,1,2,1,5,0,2,TA,WD,Normal,103000
RL,5389,1Story,8,1995,1996,Gd,PConc,Gd,1595,Y,SBrkr,1616,2,2,1,5,1,2,TA,WD,Normal,236500
RL,9590,SLvl,7,2003,2003,Gd,PConc,Ex,868,Y,SBrkr,1146,2,3,1,6,1,2,TA,WD,Normal,187500
RL,11404,2Story,7,1998,1999,Gd,PConc,Gd,1153,Y,SBrkr,2031,2,3,1,8,1,2,TA,WD,Normal,222500
RL,10000,1Story,5,1961,1983,TA,CBlock,TA,864,Y,SBrkr,1144,1,3,1,6,1,1,TA,WD,Normal,131400
RL,8978,1Story,5,1968,1968,TA,PConc,TA,948,Y,SBrkr,948,1,3,1,6,0,1,TA,WD,Family,108000
RM,10800,2.5Unf,7,1914,1970,TA,BrkTil,Gd,880,N,SBrkr,1768,1,2,1,6,2,2,TA,WD,Normal,163000
RL,8544,1Story,3,1950,1950,TA,CBlock,NA,0,N,FuseF,1040,2,2,2,6,0,2,TA,WD,Normal,93500
RL,10463,2Story,8,2005,2005,Gd,PConc,Gd,893,Y,SBrkr,1801,2,3,1,8,1,3,TA,WD,Normal,239900
RL,10800,1Story,5,1987,1988,TA,CBlock,Gd,1200,Y,SBrkr,1200,3,3,1,5,0,0,NA,WD,Alloca,179000
RL,9313,2Story,7,2004,2004,Gd,PConc,Gd,864,Y,SBrkr,1728,2,3,1,7,0,2,TA,WD,Normal,190000
RM,9600,2Story,5,1910,2002,TA,BrkTil,Fa,264,Y,SBrkr,1432,2,2,1,7,0,2,Gd,WD,Abnorml,132000
RL,6768,1Story,6,1961,1996,TA,CBlock,TA,912,Y,SBrkr,912,1,3,1,5,0,1,TA,WD,Normal,142000
RL,8450,1Story,7,2000,2001,TA,PConc,Gd,1349,Y,SBrkr,1349,2,3,1,6,0,2,TA,WD,Normal,179000
RL,12886,SLvl,5,1963,1999,TA,CBlock,Gd,520,Y,SBrkr,1464,2,3,1,6,1,2,TA,WD,Normal,175000
RL,5395,1Story,8,1993,1993,Gd,PConc,Gd,1337,Y,SBrkr,1337,2,2,1,5,1,2,TA,WD,Normal,180000
RL,8963,2Story,8,1976,1996,Ex,CBlock,TA,1142,Y,SBrkr,2715,3,4,1,11,2,2,TA,WD,Normal,299800
RL,8795,2Story,7,2000,2000,Gd,PConc,Gd,952,Y,SBrkr,2256,2,4,1,8,1,2,TA,WD,Normal,236000
RM,11700,2Story,7,1880,2003,Gd,Stone,TA,1240,N,SBrkr,2640,1,4,1,8,1,4,TA,WD,Normal,265979
RL,10593,1Story,7,1996,1996,Gd,PConc,Gd,1720,Y,SBrkr,1720,2,3,1,7,1,2,TA,WD,Normal,260400
RL,8405,1.5Fin,4,1945,1950,TA,Slab,NA,0,N,FuseF,1529,2,4,1,9,0,1,TA,WD,Normal,98000
RM,8800,1.5Fin,4,1910,2004,TA,BrkTil,TA,576,Y,SBrkr,1140,1,3,1,7,0,0,NA,WD,Normal,96500
RL,7750,2Story,7,2003,2003,Gd,PConc,Gd,660,Y,SBrkr,1320,2,3,1,6,0,2,TA,WD,Normal,162000
RL,9236,1Story,6,1997,1997,TA,PConc,Gd,1479,Y,SBrkr,1494,2,3,1,6,0,2,TA,WD,Normal,217000
RL,10240,2Story,8,2005,2005,Gd,PConc,Gd,1030,Y,SBrkr,2098,2,3,1,8,1,3,TA,WD,Normal,275500
RL,7930,1Story,6,1969,2005,TA,CBlock,TA,1026,Y,SBrkr,1026,1,3,1,5,0,2,TA,WD,Normal,156000
FV,3230,2Story,6,1999,1999,TA,PConc,Gd,729,Y,SBrkr,1471,2,3,1,6,0,2,TA,WD,Normal,172500
RL,10769,2Story,8,2007,2007,Gd,PConc,Gd,866,Y,SBrkr,1768,2,3,1,7,0,2,TA,WD,Normal,212000
RL,11616,2Story,6,1978,1978,TA,CBlock,TA,672,Y,SBrkr,1386,2,3,1,6,1,2,TA,WD,Abnorml,158900
FV,2280,2Story,7,1999,1999,TA,PConc,Gd,744,Y,SBrkr,1501,2,3,1,6,0,2,TA,WD,Normal,179400
RL,12257,2Story,8,1995,1995,Gd,PConc,Gd,1318,Y,SBrkr,2531,2,4,1,9,1,3,TA,WD,Normal,290000
RL,9100,1Story,6,1959,1959,TA,CBlock,TA,864,Y,SBrkr,864,1,2,1,5,0,1,Ex,WD,Normal,127500
RM,6911,1Story,5,1924,1950,TA,PConc,TA,1145,Y,SBrkr,1301,1,2,1,5,0,2,TA,WD,Normal,100000
FV,8640,2Story,7,2009,2009,TA,PConc,Gd,756,Y,SBrkr,1547,2,3,1,7,0,2,TA,Con,Normal,215200
RL,9430,2Story,8,1999,1999,Gd,PConc,Gd,1252,Y,SBrkr,2365,2,3,1,8,1,3,TA,WD,Normal,337000
RL,9549,1Story,8,1995,1996,Gd,PConc,Gd,1494,Y,SBrkr,1494,1,2,1,6,1,2,TA,WD,Normal,270000
RL,14587,1Story,9,2008,2008,Gd,PConc,Gd,1498,Y,SBrkr,1506,2,2,1,6,1,2,TA,New,Partial,264132
RL,10421,2Story,7,1988,1988,TA,CBlock,Gd,980,Y,SBrkr,1714,2,3,1,7,1,2,TA,WD,Normal,196500
RL,12508,1.5Fin,6,1940,1985,TA,CBlock,Gd,983,Y,SBrkr,1750,2,4,1,7,0,1,TA,WD,Normal,160000
RL,9100,1Story,7,2004,2005,Gd,PConc,Gd,1860,Y,SBrkr,1836,2,3,1,8,1,2,TA,WD,Normal,216837
RL,53504,2Story,8,2003,2003,Ex,PConc,Gd,1650,Y,SBrkr,3279,3,4,1,12,1,3,TA,WD,Normal,538000
RL,7252,SFoyer,5,1982,1982,TA,CBlock,Gd,858,Y,SBrkr,858,1,2,1,5,0,2,TA,WD,Normal,134900
RL,8877,1Story,4,1951,1951,TA,CBlock,Fa,836,Y,FuseF,1220,1,2,1,6,0,2,TA,COD,Normal,102000
RL,7819,SLvl,6,1976,1976,TA,CBlock,TA,1029,Y,SBrkr,1117,1,3,1,6,1,2,TA,WD,Abnorml,107000
RL,10150,1Story,5,1958,1958,TA,CBlock,TA,912,Y,FuseA,912,1,2,1,5,0,1,TA,COD,Normal,114500
RL,14226,1Story,8,2006,2006,Gd,PConc,Gd,1935,Y,SBrkr,1973,2,3,1,9,1,3,TA,New,Partial,395000
RM,4500,1Story,6,1998,1998,TA,PConc,Ex,1204,Y,SBrkr,1204,2,2,1,5,0,2,TA,WD,Normal,162000
RL,11210,1Story,7,2005,2006,Gd,PConc,Gd,1614,Y,SBrkr,1614,2,3,1,7,0,3,TA,New,Partial,221500
RL,13350,1Story,5,1974,1974,TA,CBlock,TA,864,Y,SBrkr,894,1,3,1,5,1,2,TA,WD,Normal,142500
RH,8400,1Story,5,1977,1977,TA,Slab,NA,0,Y,SBrkr,2020,2,4,2,10,2,2,TA,WD,Normal,144000
RL,10530,SFoyer,6,1977,1977,TA,CBlock,Gd,975,Y,SBrkr,1004,1,2,1,4,0,2,TA,WD,Normal,135000
RL,7875,1Story,7,1995,1996,TA,PConc,Gd,1237,Y,SBrkr,1253,2,3,1,6,1,2,TA,WD,Normal,176000
RL,7153,2Story,6,1992,1992,Gd,PConc,Gd,761,Y,SBrkr,1603,2,3,1,7,0,2,TA,WD,Normal,175900
RL,16285,1Story,7,2001,2002,Gd,PConc,Gd,1413,Y,SBrkr,1430,2,3,1,6,0,2,TA,WD,Normal,187100
RL,9101,SFoyer,5,1978,1978,TA,PConc,Gd,1097,Y,SBrkr,1110,1,1,1,4,1,2,TA,WD,Normal,165500
RM,6300,2.5Unf,6,1914,2001,TA,CBlock,TA,742,Y,SBrkr,1484,2,3,1,9,1,0,NA,WD,Normal,128000
RL,9790,1Story,6,1967,1967,TA,CBlock,TA,1372,Y,SBrkr,1342,2,3,1,7,1,2,TA,WD,Normal,161500
RM,10800,1.5Fin,5,1915,1950,TA,PConc,Fa,686,Y,SBrkr,1652,2,4,1,7,0,1,TA,WD,Normal,139000
RL,10142,2Story,7,2004,2004,Gd,PConc,Gd,956,Y,SBrkr,2084,2,4,1,8,0,2,TA,WD,Normal,233000
RM,6000,1Story,4,1954,2000,TA,CBlock,TA,901,Y,SBrkr,901,1,2,1,4,0,1,TA,WD,Normal,107900
RL,12205,2Story,6,1966,2007,TA,CBlock,TA,832,Y,SBrkr,2087,2,5,1,9,0,2,TA,WD,Normal,187500
RL,3182,1Story,7,2005,2006,Gd,PConc,Gd,1145,Y,SBrkr,1145,2,2,1,5,1,2,TA,WD,Normal,160200
RL,11333,SLvl,6,1976,1976,TA,PConc,Gd,1029,Y,SBrkr,1062,1,3,1,5,2,2,TA,WD,Normal,146800
RL,9920,2Story,7,1996,1997,Gd,PConc,Gd,1117,Y,SBrkr,2013,2,3,1,8,1,2,TA,WD,Normal,269790
RL,9158,1Story,8,2007,2007,Gd,PConc,Gd,1496,Y,SBrkr,1496,2,3,1,7,0,2,TA,New,Partial,225000
